 Casos notificados (suspeitos/confirmados) de Dengue por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2011
"Reg Saúde (CIR)/Municíp Res";"Em Branco";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
".....  SANTANA DO JACARE";-;-;-;1;-;-;-;-;-;-;-;4;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
".....  CRISTAIS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
".....  AGUANIL";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31090 Lima Duarte";3;1;-;-;1;2;-;-;-;-;1;-;-;-;1;2;3;2;3;1;9;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;33
".....  ANDRELANDIA";-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  ARANTINA";1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  BOCAINA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  LIMA DUARTE";2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;1;1;8;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;19
".....  RIO PRETO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  BOM JARDIM DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  SANTA RITA DE JACUTINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31091 Cássia";-;2;1;-;-;-;-;-;-;1;1;2;1;-;-;1;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;16
".....  CASSIA";-;1;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  CAPETINGA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  IBIRACI";-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;7
".....  CLARAVAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"31092 Passos";-;5;8;5;14;11;11;7;9;8;5;13;18;18;10;8;7;10;11;12;8;3;3;1;2;2;3;3;2;-;3;1;1;1;1;2;1;4;2;2;3;2;3;-;3;4;3;1;3;3;-;4;6;270
".....  ITAU DE MINAS";-;-;1;-;3;1;1;1;-;-;-;1;1;2;2;1;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;21
".....  ALPINOPOLIS";-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;9
".....  BOM JESUS DA PENHA";-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  SAO JOSE DA BARRA";-;-;-;-;3;-;-;1;1;-;2;-;4;2;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;20
".....  NOVA RESENDE";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  PASSOS";-;-;6;3;2;8;6;3;7;5;1;5;8;8;-;2;1;2;7;4;5;1;1;-;2;-;2;1;2;-;3;1;-;-;1;-;1;2;2;2;3;2;3;-;3;2;3;-;2;1;-;2;4;129
".....  FORTALEZA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CARMO DO RIO CLARO";-;4;1;1;3;-;3;2;1;2;1;5;3;3;7;2;6;7;4;5;2;1;2;1;-;2;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71
".....  SAO JOAO BATISTA DO GLORIA";-;1;-;-;3;2;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;12
"31093 Piumhi";-;-;1;5;2;3;4;4;1;3;-;2;-;6;2;3;2;-;2;-;4;-;2;-;1;-;-;1;-;-;1;-;3;1;2;-;-;1;-;2;2;1;-;2;3;2;-;2;2;1;1;1;3;78
".....  PIMENTA";-;-;-;-;-;1;2;3;-;1;-;1;-;2;-;1;-;-;1;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;2;1;-;2;1;1;1;-;1;28
".....  PIUMHI";-;-;1;3;1;2;2;1;1;1;-;1;-;3;1;1;2;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;2;-;1;-;-;1;-;1;1;1;-;-;-;-;-;-;1;-;-;1;2;34
".....  GUAPE";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;5
".....  SAO ROQUE DE MINAS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  DORESOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  VARGEM BONITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CAPITOLIO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"31094 Almenara/Jacinto";-;-;6;5;8;17;25;7;8;12;5;7;20;9;6;6;1;6;5;2;9;8;10;9;4;2;3;1;5;2;-;1;-;3;-;1;-;-;2;-;3;-;2;2;4;4;3;4;4;2;5;2;1;251
".....  JOAIMA";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  SANTA MARIA DO SALTO";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;4;1;-;-;-;-;13
".....  RIO DO PRADO";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  JEQUITINHONHA";-;-;-;-;-;-;3;-;-;2;-;2;1;1;-;-;-;-;2;2;3;3;6;2;1;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;35
".....  BANDEIRA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
".....  JACINTO";-;-;2;4;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
".....  RUBIM";-;-;-;-;1;-;1;1;-;-;-;1;1;1;1;1;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;-;3;1;4;1;1;26
".....  SALTO DA DIVISA";-;-;1;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;12
".....  JORDANIA";-;-;-;1;-;15;15;5;4;8;1;2;10;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
".....  SANTO ANTONIO DO JACINTO";-;-;-;-;7;1;4;1;2;1;2;1;3;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
".....  ALMENARA";-;-;-;-;-;-;-;-;1;1;1;-;2;2;2;3;-;1;-;-;1;1;3;1;1;-;2;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;1;1;-;-;30
".....  PALMOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
".....  FELISBURGO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  MATA VERDE";-;-;3;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;5;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"31095 Serro";-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;2;1;-;10
".....  CONCEICAO DO MATO DENTRO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;5
".....  SERRO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;5
"31096 Itambacuri";-;-;4;2;5;3;7;3;2;10;4;16;8;7;12;7;3;9;3;2;8;7;-;1;5;1;2;6;2;1;-;1;-;1;-;-;-;-;1;-;2;2;1;1;3;2;-;1;5;11;9;3;1;184
".....  NOVA MODICA";-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;4;1;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
".....  CAMPANARIO";-;-;-;-;-;-;-;1;-;1;-;2;1;1;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
".....  ITAMBACURI";-;-;3;1;5;3;7;2;1;9;1;7;6;6;10;7;3;5;1;2;4;5;-;1;5;1;2;6;2;1;-;1;-;1;-;-;-;-;-;-;2;2;1;-;3;2;-;1;5;11;9;3;1;148
".....  SAO JOSE DO DIVINO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
".....  FREI GASPAR";-;-;-;-;-;-;-;-;-;-;3;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
".....  PESCADOR";-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"31097 Juiz de Fora";223;70;112;134;95;168;211;271;258;187;124;167;219;265;231;268;204;291;245;285;213;147;52;63;43;15;24;11;6;6;5;-;4;2;1;-;1;-;1;2;1;-;4;2;1;1;2;2;3;4;8;1;12;4665
".....  CORONEL PACHECO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CHIADOR";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  BELMIRO BRAGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  JUIZ DE FORA";-;14;15;12;19;32;54;68;96;78;60;107;152;213;197;255;193;281;242;276;205;140;50;63;41;15;24;10;6;6;5;-;4;2;1;-;1;-;1;2;1;-;4;2;1;1;2;2;3;4;5;1;10;2976
".....  SANTANA DO DESERTO";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3
".....  GOIANA";2;1;-;-;-;2;-;-;1;1;1;1;1;2;1;2;6;1;1;6;7;6;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46
".....  SIMAO PEREIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PIAU";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  RIO NOVO";221;39;73;96;53;119;122;138;122;73;28;9;11;5;3;6;1;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1127
".....  MATIAS BARBOSA";-;16;24;26;23;15;35;65;39;35;35;49;54;41;29;4;3;6;1;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;505
".....  EWBANK DA CAMARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31098 Salinas";-;8;9;6;4;3;3;3;4;11;1;1;-;6;4;1;2;6;3;9;22;9;16;16;11;2;-;5;9;1;-;4;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;2;4;-;-;-;-;187
".....  PADRE CARVALHO";-;-;-;1;-;-;-;1;-;1;-;-;-;2;-;1;-;5;1;8;19;9;14;15;11;2;-;5;9;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108
".....  FRUTA DE LEITE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  RUBELITA";-;8;9;5;4;2;1;2;4;9;-;-;-;1;1;-;1;1;-;1;2;-;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55
".....  SALINAS";-;-;-;-;-;1;2;-;-;1;1;1;-;2;3;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;18
".....  SANTA CRUZ DE SALINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;4
"31099 Teófilo Otoni/Malacacheta";-;12;30;12;14;19;11;12;23;18;12;27;38;63;97;82;49;37;44;44;49;23;31;12;16;18;15;13;3;3;6;5;4;2;4;4;3;3;5;8;10;9;6;10;9;5;12;18;19;24;31;29;14;1067
".....  SETUBINHA";-;-;-;-;1;1;-;-;-;-;-;1;-;1;1;-;2;1;1;3;1;2;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;21
".....  ANGELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  MALACACHETA";-;-;2;1;3;-;1;-;1;-;-;4;2;5;8;6;3;2;3;1;7;1;7;2;5;2;7;3;-;-;2;1;2;1;4;1;1;2;1;7;4;5;4;6;6;3;3;10;7;6;7;12;4;175
".....  POTE";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  ATALEIA";-;-;-;-;-;2;2;3;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
".....  NOVO ORIENTE DE MINAS";-;-;-;-;1;-;-;-;-;-;-;2;4;29;58;38;27;12;17;19;15;7;8;1;1;1;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;244
".....  FRANCISCOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;6
".....  NOVO CRUZEIRO";-;-;2;-;-;-;1;1;-;1;2;1;5;6;2;7;2;6;3;1;5;4;1;-;-;2;1;4;-;1;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;63
".....  TEOFILO OTONI";-;11;26;11;9;15;7;8;22;17;9;15;25;18;26;27;14;15;20;18;21;9;13;9;10;12;7;6;2;1;3;2;-;-;-;3;2;-;1;1;6;3;2;4;3;2;9;5;11;18;23;17;9;527
".....  LADAINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  OURO VERDE DE MINAS";-;1;-;-;-;1;-;-;-;-;-;3;1;3;2;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"31100 São Francisco";-;-;2;9;4;10;6;4;7;5;2;6;8;11;9;3;7;10;8;3;2;4;1;3;2;-;1;-;1;-;-;2;-;-;4;1;1;2;-;-;-;2;1;-;1;2;-;-;-;3;2;3;-;152
".....  SAO ROMAO";-;-;1;-;-;1;-;1;-;2;-;-;1;1;-;2;1;3;4;-;1;2;1;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;27
".....  ICARAI DE MINAS";-;-;-;3;1;2;1;-;5;-;-;1;2;3;2;-;2;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;26
".....  SAO FRANCISCO";-;-;1;6;3;7;5;3;2;3;2;5;5;7;7;1;4;6;3;3;1;2;-;1;1;-;-;-;1;-;-;2;-;-;3;1;1;2;-;-;-;2;1;-;1;1;-;-;-;1;2;3;-;99
"31101 Brasília de Minas";-;-;1;-;4;1;2;1;4;-;-;3;3;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;1;1;1;-;-;-;-;-;-;-;1;-;-;-;31
".....  VARZELANDIA";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  LONTRA";-;-;-;-;2;-;2;-;4;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
".....  PATIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
".....  SAO JOAO DA PONTE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;7
".....  IBIRACATU";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CAMPO AZUL";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  BRASILIA DE MINAS";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"31102 Peçanha/São João Evangelista/Santa Maria do Suaçuí";-;-;-;1;1;5;13;13;15;8;15;25;14;16;45;38;23;80;86;101;110;72;42;18;12;11;2;3;9;1;-;2;-;-;-;-;1;-;1;-;2;1;-;-;2;-;-;-;-;-;-;1;-;789
".....  AGUA BOA";-;-;-;-;-;2;-;1;3;3;2;6;3;3;12;14;4;40;35;44;71;43;25;13;11;10;2;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;351
".....  SANTA MARIA DO SUACUI";-;-;-;1;1;3;13;12;12;5;13;19;11;13;32;23;16;38;51;52;35;28;17;5;1;1;-;2;9;-;-;2;-;-;-;-;-;-;1;-;2;1;-;-;1;-;-;-;-;-;-;1;-;421
".....  SAO JOAO EVANGELISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  SAO PEDRO DO SUACUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  JOSE RAYDAN";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  SAO JOSE DO JACURI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"Município ignorado - MG";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"Total";253;1242;1558;1761;2008;2073;2205;2382;2423;2067;1583;2622;3329;3557;3192;3206;2278;3115;2899;2880;2558;1942;1342;1036;787;510;560;454;341;315;279;340;305;264;273;245;236;341;297;289;365;292;466;407;465;624;474;664;699;806;853;848;850;67160
 
 Fonte: SINAN/CPDE/SVE/SUBVS/SESMG 
 Notas:

  Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
